Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3
Time (s),Displacement (mm),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Displacement (mm),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Displacement (mm),Position (m),Velocity (m/s),Acceleration (m/s²)
4.340,,-0.0010791,0.03,4.50,4.340,,-0.00042276,0.09,0.20,4.340,,-0.0012986,0.02,-0.82
4.350,,-0.00062601,0.10,-2.66,4.350,,0.00048441,0.06,-2.35,4.350,,0.000081249,-0.09,-2.83
4.360,,0.00084589,-0.02,-7.51,4.360,,0.00081256,0.04,0.08,4.360,,-0.0031433,-0.04,15.90
4.370,,-0.0010948,-0.05,-0.47,4.370,,0.0013126,0.06,-0.38,4.370,,-0.00070546,0.23,12.41
4.380,,-0.00023386,-0.03,5.24,4.380,,0.0020799,0.03,-5.94,4.380,,0.0013732,0.21,-6.22
4.390,,-0.0017516,0.05,5.16,4.390,,0.0019872,-0.06,-7.28,4.390,,0.0034720,0.10,-19.55
4.400,1.2573,0.00078271,0.07,-5.12,4.400,-6.3119,0.00097075,-0.11,-3.21,4.400,-6.3119,0.0033999,-0.18,-13.52
4.410,,-0.00034400,-0.05,-6.18,4.410,,-0.00024944,-0.12,3.99,4.410,,-0.00017200,-0.17,4.03
4.420,,-0.00024960,-0.05,0.47,4.420,,-0.0014231,-0.03,8.13,4.420,,0.000017899,-0.10,1.61
4.430,,-0.0014074,-0.04,5.00,4.430,,-0.00089146,0.04,3.68,4.430,,-0.0022046,-0.14,7.86
4.440,,-0.0010948,0.05,7.98,4.440,,-0.00056323,0.04,0.78,4.440,,-0.0027212,0.06,12.40
4.450,,-0.00046978,0.12,-5.24,4.450,,-0.000063077,0.06,1.96,4.450,,-0.0010951,0.11,3.17
4.460,,0.0012533,-0.06,-5.25,4.460,,0.00060899,0.08,-0.58,4.460,,-0.00050199,0.12,1.89
4.470,,-0.0016266,0.01,6.60,4.470,,0.0015480,0.05,-3.75,4.470,,0.0012807,0.15,-4.36
4.480,,0.0015026,0.07,-0.19,4.480,,0.0015480,0.01,-5.00,4.480,,0.0024718,0.03,-14.20
4.490,,-0.00014166,0.01,-2.73,4.490,,0.0016590,-0.05,-7.83,4.490,,0.0019110,-0.14,-9.87
4.500,,0.0016746,0.02,-6.14,4.500,,0.00048617,-0.15,3.01,4.500,,-0.00023331,-0.17,-0.71
4.510,,0.00025080,-0.11,-5.56,4.510,,-0.0013610,0.01,10.14,4.510,,-0.0014062,-0.15,7.19
4.520,,-0.00060942,-0.09,4.11,4.520,,0.00062663,0.05,-13.64,4.520,,-0.0032213,-0.02,14.66
4.530,,-0.0015793,-0.03,6.41,4.530,,-0.00032561,-0.27,-12.87,4.530,,-0.0018459,0.14,4.74
4.540,,-0.0012511,0.04,7.47,4.540,,-0.0046906,-0.21,22.98,4.540,,-0.00034400,0.07,-6.62
4.550,,-0.00084504,0.12,0.70,4.550,,-0.0044390,0.19,23.02,4.550,,-0.00039141,0.01,5.75
4.560,,0.0010952,0.05,-2.93,4.560,,-0.00081385,0.25,-4.96,4.560,,-0.00011273,0.19,5.73
4.570,,0.00017069,0.06,1.80,4.570,,0.00065639,0.09,-12.97,4.570,,0.0033640,0.13,-16.86
4.580,,0.0022677,0.09,-3.94,4.580,,0.0010795,0.00,-7.16,4.580,,0.0024114,-0.15,-12.22
4.590,,0.0019078,-0.02,-8.52,4.590,,0.00056340,-0.05,-4.54,4.590,,0.00037569,-0.12,5.60
4.600,0.69850,0.0018626,-0.08,-4.30,4.600,-6.3119,0.00011045,-0.10,3.60,4.600,-6.3119,0.000047479,-0.04,0.43
4.610,,0.00023503,-0.11,-5.04,4.610,,-0.0013453,0.02,2.51,4.610,,-0.00037375,-0.11,-0.24
4.620,,-0.00026427,-0.18,2.81,4.620,,0.00058102,-0.05,-7.98,4.620,,-0.0021426,-0.04,7.86
4.630,,-0.0034549,-0.05,16.22,4.630,,-0.0022517,-0.14,4.69,4.630,,-0.0012198,0.05,6.92
4.640,,-0.0012667,0.14,8.25,4.640,,-0.0021423,0.05,11.11,4.640,,-0.0011896,0.10,1.76
4.650,,-0.00065742,0.11,-2.85,4.650,,-0.0012825,0.09,1.88,4.650,,0.00070386,0.08,-4.07
4.660,,0.0010320,0.08,-4.37,4.660,,-0.00042276,0.09,0.32,4.660,,0.00046846,0.01,-1.92
4.670,,0.0010004,0.03,-9.42,4.670,,0.00043703,0.09,-2.89,4.670,,0.0010003,0.04,0.75
4.680,,0.0015817,-0.11,-0.24,4.680,,0.0014235,0.03,-9.78,4.680,,0.0013601,0.03,-3.01
4.690,,-0.0011111,0.02,9.23,4.690,,0.0010024,-0.10,-7.24,4.690,,0.0015957,-0.02,-3.25
4.700,,0.0020346,0.08,-8.72,4.700,,-0.00064078,-0.12,7.71,4.700,,0.0010479,-0.04,-0.31
4.710,,0.00047016,-0.15,-8.65,4.710,,-0.0013296,0.05,4.11,4.710,,0.00089174,-0.02,-1.84
4.720,,-0.0010006,-0.09,7.16,4.720,,0.00037729,-0.03,-9.82,4.720,,0.00061113,-0.07,-0.87
4.730,,-0.0014074,-0.01,9.42,4.730,,-0.0020170,-0.15,-1.68,4.730,,-0.00054759,-0.04,4.38
4.740,,-0.0011732,0.09,5.91,4.740,,-0.0025331,-0.07,13.41,4.740,,-0.00017200,0.02,3.36
4.750,,0.00048446,0.11,-8.64,4.750,,-0.0033769,0.12,13.91,4.750,,-0.00023525,0.03,4.50
4.760,,0.0010180,-0.08,-3.56,4.760,,-0.000078842,0.21,-2.85,4.760,,0.00038925,0.11,2.86
4.770,,-0.0010797,0.04,3.64,4.770,,0.00082837,0.07,-10.20,4.770,,0.0018761,0.09,-5.31
4.780,,0.0017855,-0.01,-4.39,4.780,,0.0012357,0.01,-6.57,4.780,,0.0020959,-6.41E-4,-9.16
4.790,,-0.0011889,-0.05,2.55,4.790,,0.00095492,-0.07,-5.71,4.790,,0.0018633,-0.10,-2.98
4.800,0.0000,0.00079851,0.05,-7.70,4.800,-6.3119,-0.000077389,-0.11,0.58,4.800,-6.3119,0.00014034,-0.06,1.92
4.810,,-0.00028001,-0.20,-4.66,4.810,,-0.0012040,-0.05,4.54,4.810,,0.00065871,-0.06,-0.71
4.820,,-0.0032674,-0.05,16.03,4.820,,-0.0011569,-0.02,-4.14,4.820,,-0.0010478,-0.07,2.38
4.830,,-0.0012354,0.12,4.77,4.830,,-0.0015474,-0.14,3.16,4.830,,-0.00082843,-0.01,4.53
4.840,,-0.00092280,0.05,-0.94,4.840,,-0.0038924,0.05,18.61,4.840,,-0.0012828,0.02,6.88
4.850,,-0.00028213,0.10,0.31,4.850,,-0.00062619,0.24,-2.97,4.850,,-0.00050199,0.13,7.99
4.860,,0.0010478,0.05,-3.04,4.860,,0.00081451,-0.01,-10.01,4.860,,0.0012330,0.18,-4.44
4.870,,0.00079685,0.04,-8.13,4.870,,-0.00089246,0.04,7.94,4.870,,0.0030198,0.04,-13.54
4.880,,0.0018014,-0.11,-3.92,4.880,,0.0015163,0.15,-4.33,4.880,,0.0019716,-0.09,-6.89
4.890,,-0.0013765,-0.04,2.03,4.890,,0.0020190,-0.05,-9.82,4.890,,0.0011273,-0.10,3.36
4.900,,0.00098812,-0.07,-2.67,4.900,,0.00048441,-0.05,-0.23,4.900,,-0.000047465,-0.03,4.78
4.910,,-0.0027361,-0.09,8.99,4.910,,0.0010024,-0.06,-3.17,4.910,,0.00057941,-0.01,-0.42
4.920,,-0.00089140,0.11,5.09,4.920,,-0.00064078,-0.11,3.44,4.920,,-0.00015618,-0.04,-6.14
4.930,,-0.00050028,0.01,-4.97,4.930,,-0.0012825,0.01,9.07,4.930,,-0.00013838,-0.13,-0.72
4.940,,-0.00073513,0.01,3.09,4.940,,-0.00039126,0.07,3.83,4.940,,-0.0027212,-0.05,13.13
4.950,,-0.00025067,0.07,2.54,4.950,,0.000061572,0.09,-0.58,4.950,,-0.0011424,0.13,11.43
4.960,,0.00065644,0.06,-1.56,4.960,,0.0013918,0.06,-4.11,4.960,,-0.000033690,0.18,-0.61
4.970,,0.0010162,0.04,-9.15,4.970,,0.0011723,0.01,-1.09,4.970,,0.0024239,0.12,-13.92
4.980,,0.0014255,-0.12,-3.53,4.980,,0.0015322,0.03,-3.28,4.980,,0.0024114,-0.10,-13.00
4.990,,-0.0013765,-0.03,8.72,4.990,,0.0018469,-0.06,-5.68,4.990,,0.00042323,-0.14,-2.08
5.000,-1.3843,0.00078271,0.05,-2.97,5.000,-6.3119,0.00035979,-0.08,0.31,5.000,-6.3119,-0.00034212,-0.14,1.29
5.010,,-0.00028107,-0.09,-4.30,5.010,,0.00025092,-0.05,1.56,5.010,,-0.0024080,-0.11,11.77
5.020,,-0.0010477,-0.03,6.22,5.020,,-0.00068800,-0.05,3.28,5.020,,-0.0025806,0.09,11.35
5.030,,-0.00090710,0.03,4.03,5.030,,-0.00071947,0.01,5.40,5.030,,-0.00053180,0.11,-6.14
5.040,,-0.00039118,0.05,2.43,5.040,,-0.00042276,0.06,3.01,5.040,,-0.00028076,-0.03,-5.64
5.050,,0.000077497,0.08,-0.66,5.050,,0.00046861,0.07,-1.99,5.050,,-0.0011108,0.00,5.40
5.060,,0.0012356,0.04,-2.65,5.060,,0.0010478,0.02,-4.23,5.060,,-0.00023525,0.08,3.09
5.070,,0.00079685,0.03,-6.68,5.070,,0.00086000,-0.01,0.04,5.070,,0.00046846,0.06,-2.73
5.080,,0.0018014,-0.10,-10.49,5.080,,0.00082837,0.02,0.24,5.080,,0.0010479,0.02,-6.42
5.090,,-0.0011569,-0.18,6.60,5.090,,0.0012673,-0.01,-7.82,5.090,,0.00095523,-0.06,-1.60
5.100,,-0.0018296,0.03,10.99,5.100,,0.00070569,-0.14,-7.91,5.100,,-0.00023525,-0.01,-3.05
5.110,,-0.00046883,0.04,-2.31,5.110,,-0.0014538,-0.16,3.95,5.110,,0.00080155,-0.13,-3.93
5.120,,-0.0010634,-0.01,-0.74,5.120,,-0.0025800,-0.06,8.33,5.120,,-0.0027369,-0.09,12.63
5.130,,-0.00070371,0.02,3.17,5.130,,-0.0025956,0.00,6.53,5.130,,-0.00092311,0.13,6.50
5.140,,-0.00059458,0.05,2.04,5.140,,-0.0025332,0.07,6.14,5.140,,-0.00018781,0.04,-4.85
5.150,,0.00032824,0.06,-6.96,5.150,,-0.0011263,0.13,-0.04,5.150,,-0.000047465,0.03,1.72
5.160,,0.00068959,-0.09,-6.89,5.160,,-0.000031542,0.07,-4.37,5.160,,0.00042093,0.08,2.32
5.170,,-0.0014230,-0.07,3.52,5.170,,0.00032821,0.04,-8.99,5.170,,0.0015162,0.08,-4.57
5.180,,-0.00078146,-0.02,2.43,5.180,,0.00072151,-0.11,-5.25,5.180,,0.0019557,-0.01,-7.16
5.190,,-0.0017670,-0.03,4.54,5.190,,-0.0018141,-0.07,6.53,5.190,,0.0012517,-0.07,1.69
5.200,-0.93980,-0.0012824,0.07,2.35,5.200,-6.3119,-0.00062504,0.02,0.90,5.200,0.0000,0.00062458,0.02,-2.97
5.210,,-0.00029680,0.02,-5.55,5.210,,-0.0013446,-0.05,-5.32,5.210,,0.0016623,-0.13,-4.44
5.220,,-0.00084430,-0.04,-1.33,5.220,,-0.0016102,-0.08,1.13,5.220,,-0.0018930,-0.07,7.62
5.230,,-0.0010477,0.00,4.81,5.230,,-0.0030021,-0.03,8.40,5.230,,0.00029871,0.03,3.36
5.240,,-0.00093850,0.06,-0.90,5.240,,-0.0021423,0.09,6.14,5.240,,-0.0013616,0.00,9.70
5.250,,0.00012602,-0.02,-6.81,5.250,,-0.0012982,0.10,-0.47,5.250,,0.00027843,0.22,8.78
5.260,,-0.0013917,-0.08,8.37,5.260,,-0.00021928,0.08,1.03,5.260,,0.0030481,0.17,-13.87
5.270,,-0.0014235,0.14,2.19,5.270,,0.00021773,0.12,-11.25,5.270,,0.0037721,-0.06,-14.18
5.280,,0.0015046,-0.03,-15.18,5.280,,0.0021170,-0.15,-12.23,5.280,,0.0019079,-0.11,6.10
5.290,,-0.0020953,-0.16,1.05,5.290,,-0.0027676,-0.13,11.06,5.290,,0.0015928,0.06,6.87
5.300,,-0.0016730,-0.01,9.59,5.300,,-0.00043725,0.07,2.91,5.300,,0.0032079,0.03,-14.16
5.310,,-0.0023454,0.03,3.20,5.310,,-0.0013289,-0.07,-6.88,5.310,,0.0021628,-0.22,-5.66
5.320,,-0.0010163,0.05,0.82,5.320,,-0.0018293,-0.07,3.17,5.320,,-0.0011581,-0.08,10.80
5.330,,-0.0013138,0.05,1.84,5.330,,-0.0026426,-0.01,6.53,5.330,,0.00047078,0.00,5.24
5.340,,-0.000031490,0.09,-4.65,5.340,,-0.0019547,0.06,5.74,5.340,,-0.0012054,0.02,4.22
5.350,,0.00045439,-0.04,-6.69,5.350,,-0.0013453,0.11,4.50,5.350,,0.00087587,0.08,5.80
5.360,,-0.00090710,-0.05,7.08,5.360,,0.00021773,0.15,-2.06,5.360,,0.00043447,0.14,-0.77
5.370,,-0.00045407,0.10,-0.11,5.370,,0.0017517,0.07,-14.00,5.370,,0.0036000,0.07,-12.72
5.380,,0.0010496,-0.05,-4.70,5.380,,0.0015662,-0.13,-6.97,5.380,,0.0017677,-0.12,-5.40
5.390,,-0.0014078,0.00,6.10,5.390,,-0.00075094,-0.07,5.20,5.390,,0.0012358,-0.04,3.22
5.400,-0.31750,0.0011268,0.07,-5.08,5.400,-6.3119,0.00012623,-0.02,-5.78,5.400,-6.3119,0.00093935,-0.05,-4.62
5.410,,0.000078753,-0.10,-7.04,5.410,,-0.0011717,-0.19,-5.16,5.410,,0.00015832,-0.13,-1.65
5.420,,-0.00082859,-0.07,5.12,5.420,,-0.0036276,-0.12,15.09,5.420,,-0.0017357,-0.09,7.47
5.430,,-0.0012511,0.00,5.94,5.430,,-0.0036583,0.11,21.66,5.430,,-0.0015795,0.02,11.07
5.440,,-0.00073513,0.05,1.88,5.440,,-0.0013461,0.31,0.67,5.440,,-0.0014245,0.13,8.21
5.450,,-0.00020347,0.04,-0.12,5.450,,0.0025193,0.13,-18.85,5.450,,0.0011087,0.18,-2.26
5.460,,0.00010899,0.05,2.04,5.460,,0.0012040,-0.07,-5.20,5.460,,0.0021723,0.09,-5.77
5.470,,0.00079685,0.08,-7.07,5.470,,0.0011565,0.02,6.30,5.470,,0.0028921,0.06,-8.40
5.480,,0.0017697,-0.09,-5.80,5.480,,0.0016724,0.06,-1.95,5.480,,0.0034600,-0.08,-11.67
5.490,,-0.0010326,-0.03,7.82,5.490,,0.0023154,-0.02,-4.22,5.490,,0.0013152,-0.17,-1.22
5.500,,0.0011110,0.06,-3.24,5.500,,0.0013602,-0.03,-5.04,5.500,,0.000079140,-0.10,3.09
5.510,,0.00026656,-0.10,-6.57,5.510,,0.0017859,-0.12,-7.09,5.510,,-0.00074949,-0.11,1.76
5.520,,-0.00084430,-0.07,5.20,5.520,,-0.00096910,-0.17,-0.55,5.520,,-0.0020640,-0.07,6.57
5.530,,-0.0010634,0.01,5.04,5.530,,-0.0015788,-0.13,10.83,5.530,,-0.0021112,0.02,5.44
5.540,,-0.00071942,0.03,1.25,5.540,,-0.0035175,0.05,16.34,5.540,,-0.0015795,0.04,2.07
5.550,,-0.00037546,0.03,2.11,5.550,,-0.00061045,0.20,1.37,5.550,,-0.0012986,0.07,3.36
5.560,,-0.000094451,0.08,-2.07,5.560,,0.00046861,0.08,-4.92,5.560,,-0.00026686,0.11,-0.46
5.570,,0.0011584,-0.01,-9.31,5.570,,0.00090546,0.10,-2.02,5.570,,0.00086000,0.06,-5.12
5.580,,-0.00029680,-0.11,4.03,5.580,,0.0024875,0.04,-8.88,5.580,,0.00086000,0.01,-5.87
5.590,,-0.0010326,0.07,8.73,5.590,,0.0016114,-0.08,-5.51,5.590,,0.00097111,-0.06,-2.70
5.600,1.0795,0.0011110,0.06,-7.94,5.600,-6.3119,0.00095492,-0.07,-7.12,5.600,-6.3119,-0.00035981,-0.05,-1.33
5.610,,0.00026656,-0.09,-12.08,5.610,,0.00011200,-0.22,-0.52,5.610,,0.0000020651,-0.09,-1.37
5.620,,-0.00065572,-0.18,2.81,5.620,,-0.0034240,-0.09,16.57,5.620,,-0.0021112,-0.08,4.73
5.630,,-0.0032674,-0.03,16.49,5.630,,-0.0015951,0.11,9.58,5.630,,-0.0015165,0.01,4.89
5.640,,-0.0012981,0.15,5.12,5.640,,-0.0011734,0.11,-1.95,5.640,,-0.0019706,0.02,3.17
5.650,,-0.00020347,0.07,-4.76,5.650,,0.00053180,0.07,-4.69,5.650,,-0.0010793,0.07,1.49
5.660,,0.00010899,0.06,-4.57,5.660,,0.00029664,0.01,-0.08,5.660,,-0.00056339,0.05,-1.93
5.670,,0.00095477,-0.02,-1.80,5.670,,0.00078094,0.07,1.73,5.670,,-0.000047465,0.03,10.51
5.680,,-0.00031358,0.02,5.05,5.680,,0.0017359,0.05,-8.44,5.680,,0.000072826,0.26,15.27
5.690,,0.0013918,0.08,-3.48,5.690,,0.0017224,-0.10,-11.23,5.690,,0.0051872,0.34,-7.26
5.700,,0.0012831,-0.05,-8.80,5.700,,-0.00020214,-0.18,-1.02,5.700,,0.0068153,0.12,-12.99
5.710,,0.00043861,-0.10,-1.88,5.710,,-0.0018293,-0.12,5.79,5.710,,0.0075194,0.08,-11.29
5.720,,-0.00064086,-0.09,4.89,5.720,,-0.0025487,-0.06,8.76,5.720,,0.0083601,-0.11,-16.31
5.730,,-0.0012667,0.00,8.68,5.730,,-0.0030646,0.06,7.46,5.730,,0.0053370,-0.25,-2.65
5.740,,-0.00061030,0.09,3.09,5.740,,-0.0013917,0.09,0.43,5.740,,0.0033800,-0.16,8.82
5.750,,0.00050023,0.06,-2.73,5.750,,-0.0013139,0.07,0.67,5.750,,0.0020959,-0.07,1.57
5.760,,0.00065644,0.03,-6.53,5.760,,-0.000063077,0.10,-1.79,5.760,,0.0019270,-0.13,-2.67
5.770,,0.0011742,-0.07,-0.75,5.770,,0.00070381,0.03,-6.14,5.770,,-0.00051600,-0.13,8.28
5.780,,-0.00068883,0.02,3.72,5.780,,0.00054760,-0.02,-4.97,5.780,,-0.00059497,0.04,13.11
5.790,,0.0015501,0.01,-5.13,5.790,,0.00026671,-0.07,-2.15,5.790,,0.00018567,0.14,1.22
5.800,1.0668,-0.00054744,-0.08,-0.70,5.800,-6.3119,-0.00082854,-0.06,-2.38,5.800,-6.3119,0.0021277,0.06,-8.53
5.810,,-0.00012478,-0.01,2.62,5.810,,-0.0010311,-0.12,-0.63,5.810,,0.0013760,-0.03,-4.38
5.820,,-0.00068800,-0.03,1.87,5.820,,-0.0031585,-0.08,12.59,5.820,,0.0014396,-0.03,-3.28
5.830,,-0.00075084,0.03,5.71,5.830,,-0.0025801,0.14,7.16,5.830,,0.00081492,-0.10,-6.07
5.840,,-0.000078713,0.08,-0.66,5.840,,-0.00045300,0.07,-7.16,5.840,,-0.00056163,-0.15,3.67
5.850,,0.00090738,0.02,-3.44,5.850,,-0.0012668,-0.01,1.13,5.850,,-0.0021740,-0.03,17.13
5.860,,0.00026520,0.01,1.88,5.860,,-0.00061045,0.09,3.68,5.860,,-0.0010965,0.19,8.96
5.870,,0.0011882,0.05,0.87,5.870,,0.00050020,0.07,-4.18,5.870,,0.0016882,0.15,-5.67
5.880,,0.0013602,0.03,-9.85,5.880,,0.00070381,0.00,-5.67,5.880,,0.0019525,0.08,-4.24
5.890,,0.0018172,-0.14,-6.43,5.890,,0.00059501,-0.05,-4.50,5.890,,0.0032840,0.07,-9.65
5.900,,-0.0014857,-0.10,9.19,5.900,,-0.00024944,-0.09,-8.17,5.900,,0.0033039,-0.11,-13.75
5.910,,-0.00012478,0.04,2.35,5.910,,-0.0011088,-0.21,0.82,5.910,,0.0010187,-0.21,0.42
5.920,,-0.00065657,-0.05,-0.71,5.920,,-0.0044710,-0.07,17.55,5.920,,-0.00084422,-0.10,11.47
5.930,,-0.0011261,0.03,8.57,5.930,,-0.0024862,0.14,9.15,5.930,,-0.0010793,0.02,2.94
5.940,,-0.00011019,0.12,-0.86,5.940,,-0.0016735,0.11,-2.58,5.940,,-0.00040537,-0.05,2.96
5.950,,0.0012989,0.01,-6.81,5.950,,-0.00020352,0.09,-2.89,5.950,,-0.0020030,0.08,15.10
5.960,,0.000093244,-0.01,3.17,5.960,,0.000093115,0.06,1.26,5.960,,0.0012172,0.26,0.29
5.970,,0.0010004,0.07,-3.28,5.970,,0.00092127,0.11,-2.89,5.970,,0.0031120,0.09,-13.60
5.980,,0.0015659,-0.08,-11.31,5.980,,0.0023631,0.00,-9.94,5.980,,0.0029559,-0.02,-10.48
5.990,,-0.00060942,-0.15,-0.04,5.990,,0.00089163,-0.09,-4.54,5.990,,0.0027875,-0.12,-9.76
6.000,-0.55880,-0.0014853,-0.08,5.44,6.000,-6.3119,0.00065825,-0.09,-2.23,6.000,-6.3119,0.00050249,-0.21,3.71
6.010,,-0.0022360,-0.04,7.27,6.010,,-0.00095338,-0.13,3.24,6.010,,-0.0014390,-0.05,6.11
6.020,,-0.0023610,0.06,8.21,6.020,,-0.0019390,-0.03,10.71,6.020,,-0.00046679,-0.09,-1.30
6.030,,-0.00095419,0.12,3.29,6.030,,-0.0015016,0.08,12.32,6.030,,-0.0032213,-0.07,14.30
6.040,,0.000046009,0.13,-4.57,6.040,,-0.00025216,0.22,-0.38,6.040,,-0.0019559,0.20,14.59
6.050,,0.0016430,0.03,-12.83,6.050,,0.0028793,0.08,-12.01,6.050,,0.00071726,0.22,-4.83
6.060,,0.00062645,-0.13,1.41,6.060,,0.0012810,-0.02,-2.15,6.060,,0.0023921,0.10,-14.11
6.070,,-0.00089213,0.06,6.58,6.070,,0.0024557,0.03,-1.87,6.070,,0.0027236,-0.06,-10.57
6.080,,0.0017697,0.00,-11.50,6.080,,0.0019555,-0.06,-5.95,6.080,,0.0010955,-0.11,-3.33
6.090,,-0.00079717,-0.17,1.95,6.090,,0.0012832,-0.09,3.56,6.090,,0.00050249,-0.13,5.83
6.100,,-0.0016890,0.04,10.68,6.100,,0.00024929,0.01,2.94,6.100,,-0.0015335,0.01,3.60
6.110,,0.000078753,0.04,-4.26,6.110,,0.0015345,-0.03,-7.08,6.110,,0.00061353,-0.06,-4.31
6.120,,-0.00087570,-0.04,-0.28,6.120,,-0.00028097,-0.13,-0.87,6.120,,-0.0027212,-0.08,6.06
6.130,,-0.00075084,0.04,9.47,6.130,,-0.0010477,-0.04,14.98,6.130,,-0.0010005,0.06,6.11
6.140,,-0.00017312,0.15,-5.39,6.140,,-0.0011586,0.17,12.56,6.140,,-0.0014862,0.04,0.24
6.150,,0.0022091,-0.07,-15.15,6.150,,0.0023603,0.21,-8.71,6.150,,-0.00017200,0.07,-2.58
6.160,,-0.0016263,-0.16,11.93,6.160,,0.0029877,0.00,-13.34,6.160,,-0.00015618,-0.01,-2.97
6.170,,-0.00089213,0.17,10.38,6.170,,0.0022837,-0.06,-3.25,6.170,,-0.00037561,0.01,1.96
6.180,,0.0016905,0.05,-17.21,6.180,,0.0017993,-0.07,0.04,6.180,,-0.000015823,0.03,-0.90
6.190,,0.00015754,-0.18,-2.82,6.190,,0.00090745,-0.06,-5.90,6.190,,0.00020367,-0.01,-0.55
6.200,-1.3843,-0.0018765,0.00,11.54,6.200,-6.3119,0.00062847,-0.19,-3.41,6.200,-6.3119,-0.00023525,0.02,1.33
6.210,,0.000078753,0.05,-3.17,6.210,,-0.0028302,-0.13,12.00,6.210,,0.00056356,0.02,-3.98
6.220,,-0.00082859,-0.07,-2.00,6.220,,-0.0019077,0.05,8.02,6.220,,0.000079140,-0.06,-8.65
6.230,,-0.0012667,0.01,7.43,6.230,,-0.0017671,0.03,-0.67,6.230,,-0.00067051,-0.16,0.93
6.240,,-0.00057887,0.08,-4.26,6.240,,-0.0012354,0.04,2.15,6.240,,-0.0030650,-0.04,16.26
6.250,,0.00036118,-0.07,-5.75,6.250,,-0.00097007,0.08,2.31,6.250,,-0.0015335,0.17,7.98
6.260,,-0.0020328,-0.03,6.60,6.260,,0.00029664,0.09,0.75,6.260,,0.00029648,0.12,-5.28
6.270,,-0.00031254,0.06,5.52,6.270,,0.00074933,0.09,-2.34,6.270,,0.00079654,0.06,-4.15
6.280,,-0.00084504,0.08,-3.75,6.280,,0.0021275,0.04,-10.48,6.280,,0.0015480,0.03,-0.18
6.290,,0.0012217,-0.02,-5.83,6.290,,0.0015345,-0.12,-9.63,6.290,,0.0014685,0.06,-8.09
6.300,,-0.0011575,-0.04,2.46,6.300,,-0.00023367,-0.15,2.34,6.300,,0.0027272,-0.13,-9.99
6.310,,0.00042284,0.03,-1.33,6.310,,-0.0015323,-0.07,4.93,6.310,,-0.0010951,-0.14,1.17
6.320,,-0.00048456,-0.07,-1.61,6.320,,-0.0016572,-0.05,7.94,6.320,,-0.000090889,-0.10,1.72
6.330,,-0.00090710,0.00,8.37,6.330,,-0.0026270,0.09,6.68,6.330,,-0.0031900,-0.11,12.08
6.340,,-0.00045407,0.10,-4.26,6.340,,0.000094663,0.08,-6.88,6.340,,-0.0022211,0.14,12.75
6.350,,0.0011128,-0.08,-6.19,6.350,,-0.0010477,-0.05,-2.46,6.350,,-0.00045461,0.15,-0.54
6.360,,-0.0021266,-0.02,11.96,6.360,,-0.00090718,0.03,6.96,6.360,,0.00074897,0.13,-4.54
6.370,,0.00065644,0.16,3.96,6.370,,-0.00045425,0.09,1.57,6.370,,0.0020640,0.06,-1.20
6.380,,0.00098461,0.06,-13.09,6.380,,0.00087582,0.06,-7.00,6.380,,0.0019048,0.10,-6.55
6.390,,0.0017855,-0.11,-6.58,6.390,,0.00076705,-0.05,-6.02,6.390,,0.0041046,-0.07,-17.36
6.400,-0.91440,-0.0011418,-0.08,5.59,6.400,-6.3119,-0.00014047,-0.06,-0.82,6.400,-6.3119,0.00043908,-0.25,3.82
6.410,,0.00028233,0.01,0.35,6.410,,-0.00042149,-0.07,-1.68,6.410,,-0.00079849,0.00,16.29
6.420,,-0.0010320,-0.07,0.74,6.420,,-0.0014852,-0.09,2.74,6.420,,0.00050015,0.08,-3.36
6.430,,-0.0010791,0.02,8.02,6.430,,-0.0022830,-0.01,6.30,6.430,,0.00081492,-0.06,-5.53
6.440,,-0.00062601,0.09,0.24,6.440,,-0.0017357,0.03,3.09,6.440,,-0.00078271,-0.03,9.30
6.450,,0.00076692,0.03,-8.72,6.450,,-0.0016265,0.05,1.72,6.450,,0.00021732,0.12,6.69
6.460,,-0.00012478,-0.08,2.93,6.460,,-0.00075094,0.07,7.31,6.460,,0.0016564,0.10,-1.17
6.470,,-0.00087643,0.08,4.73,6.470,,-0.00028365,0.20,3.85,6.470,,0.0022964,0.10,-2.18
6.480,,0.0015501,0.01,-6.18,6.480,,0.0031597,0.14,-16.62,6.480,,0.0036280,0.06,-6.56
6.490,,-0.00062601,-0.04,1.21,6.490,,0.0025988,-0.14,-14.88,6.490,,0.0035040,-0.03,-11.08
6.500,,0.00075114,0.04,-2.93,6.500,,0.00042297,-0.15,2.81,6.500,,0.0029756,-0.16,-3.23
6.510,,0.00011026,-0.10,-4.81,6.510,,-0.00046875,-0.08,11.15,6.510,,0.00028065,-0.10,9.94
6.520,,-0.0012197,-0.06,6.57,6.520,,-0.0011891,0.07,2.04,6.520,,0.0010320,0.04,4.86
6.530,,-0.0010791,0.03,6.06,6.530,,0.00092528,-0.04,-8.30,6.530,,0.0010320,0.00,-2.12
6.540,,-0.00056316,0.06,-4.61,6.540,,-0.0019860,-0.10,8.44,6.540,,0.0010320,0.00,2.70
